persona_id,trait_name,trait_category,inferred_value,ground_truth_value,similarity_score,confidence,rationale,is_selected,,
persona_037,employment status,occupational,"Civilian employed, at work","Civilian employed, at work",1,0.8,"Browsing sites for independent professionals (""mbopartners.com""), business accounting (""bizaccountants.com""), and job searching (""indeed.com"") indicates active employment.",FALSE,,
persona_037,industry category,occupational,"Professional, Scientific, and Technical Services",PRF-Other Administrative And Other Support Services,0.575,0.75,"The profile of an independent contractor (""mbopartners.com"") with interests in business (""hbr.org""), finance (""bloomberg.com""), and technology (""simplyrobotics.com"") strongly fits this industry category.",FALSE,,
persona_037,occupation category,occupational,Management Analysts,PRT-Security Guards And Gambling Surveillance Officers,0.284,0.7,"Based on visiting ""hbr.org"", ""mbopartners.com"", and sites about finance and economics, a role as a management consultant or analyst is highly probable.",FALSE,,
persona_037,class of worker,occupational,Self-employed in own not incorporated business or freelance,"Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions",0.498,0.9,"Explicitly researched services for independent contractors and consultants via ""www.mbopartners.com"".",FALSE,,
persona_037,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.8,"There are no domains related to the military, VA, or veteran services in the browsing history.",FALSE,,
persona_037,marital status,demographic,Married,Never married or under 15 years old,0.333,0.9,"The visit to ""www.dinksfinance.com"" (Dual Income No Kids) strongly implies being in a long-term, dual-income relationship, most commonly marriage.",FALSE,,
persona_037,household language,demographic,English only,English only,1,0.95,"All browsed domains are in English, with no visits to foreign language sites.",FALSE,,
persona_037,disability,demographic,With a disability,None,0.147,0.5,"A weak inference based on visits to mental health sites ""www.verywellmind.com"" and ""www.psychologytoday.com,"" suggesting a potential concern with or diagnosis of a mental health condition like anxiety or depression.",FALSE,,
persona_037,political views,psychographic,Republican,Republican,1,0.95,"Visited ""www.gagop.org,"" the official website for the Georgia Republican Party, which is a very strong indicator of affiliation.",FALSE,,
persona_037,lifestyle,behavioral,"DINK (Dual Income, No Kids)",Disciplined and structured,0.053,0.9,"Directly visited ""www.dinksfinance.com"", a site dedicated to this lifestyle. This is supported by browsing related to professional careers and financial management.",FALSE,,
persona_037,personal time,behavioral,"Focused on career development, financial management, and political interests.","Maintaining fitness, Volunteering in community services",0.241,0.8,"Browsing history dominated by sites like ""hbr.org"", ""dinksfinance.com"", and numerous political/economic news sites (""libertynation.com"", ""bloomberg.com"").",FALSE,,
persona_037,mannerisms,behavioral,"Deliberate, analytical, and opinionated.","Stern, authoritative tone when on duty, softer, relaxed tone when off duty",0.444,0.6,"Browsing pattern shows deep dives into specific topics (economics, politics, health) from multiple, often high-brow, sources (""plato.stanford.edu"", ""imf.org""), suggesting an analytical approach. Strong political site choices suggest firm opinions.",FALSE,,
persona_037,defining quirks,behavioral,"Interest in niche, complex topics like urban planning (""planetizen.com"") and global economic policy (""weforum.org"") alongside strong local political engagement.",Meticulous attention to uniform and personal style,0.084,0.7,"The combination of highly specific, intellectual hobbies/interests with partisan political activity is distinctive.",FALSE,,
persona_037,detailed job description,occupational,"An independent consultant providing business or management analysis for various clients. Manages their own business operations, including finance, marketing, and healthcare.",Ensures the safety of properties and individuals,0.247,0.8,"Synthesizes evidence from ""mbopartners.com"" (independent work), ""hbr.org"" (business analysis), ""bizaccountants.com"" (business finance), and ""healthcare.gov"" (self-managed benefits).",FALSE,,
persona_037,Big Five - Agreeableness,psychographic,Low to Average,Average,0.717,0.6,"Strong commitment to specific ideological viewpoints (""libertynation.com,"" ""manhattan.institute"") can correlate with lower agreeableness, though browsing opposing views (""npr.org"") shows some openness.",FALSE,,
persona_037,Big Five - Conscientiousness,psychographic,High,High,1,0.85,"Proactive management of finances (""dinksfinance.com,"" ""lendingtree.com""), health (""healthcare.gov""), career (""mbopartners.com""), and home security (""simplisafe.com"") indicates a highly organized, responsible, and goal-oriented personality.",FALSE,,
persona_037,Big Five - Extraversion,psychographic,Average,Average,1,0.5,"Browsing ""meetup.com"" suggests an interest in social activity, but the professional and intellectual interests (""hbr.org"", ""plato.stanford.edu"") are often solitary pursuits. Evidence is balanced.",FALSE,,
persona_037,Big Five - Openness,psychographic,High,Extremely Low,0.455,0.8,"Explores a very wide range of topics: philosophy (""plato.stanford.edu""), robotics (""simplyrobotics.com""), international affairs (""weforum.org"", ""imf.org""), diverse political news (""npr.org"", ""libertynation.com""), and urban planning (""planetizen.com""). This indicates high intellectual curiosity.",FALSE,,
persona_038,age,demographic,58,49,0.7,0.7,"Professional focus (MIT Sloan Review, Toastmasters) suggests mid-to-late career, while hobbies like model building and knitting are common in an older demographic. Lack of young-family sites suggests children are grown.",FALSE,,
persona_038,sex,demographic,Female,Female,1,0.6,"Hobbies like knitting (knitrowan.com) and visiting certain lifestyle blogs (thatbaldchick.com) lean slightly female, though this is a weak signal.",FALSE,,
persona_038,race,demographic,White alone,White alone,1,0.5,"This is a statistical assumption based on the demographic profile of an older, high-income Democrat in Ocean County, NJ. There is no direct evidence in the browsing history.",FALSE,,
persona_038,religion,demographic,Religiously unaffiliated,Other Christian,0.464,0.6,"Browsing history is focused on secular institutions (UN, WEF, academic journals) and community action, with a complete absence of religious or spiritual domains.",FALSE,,
persona_038,citizenship,demographic,U.S. citizen,US Citizen,0.939,0.95,"Active participation in local U.S. politics (njdems.org, mobilize.us) and browsing of U.S. government agencies (epa.gov, fdic.gov).",FALSE,,
persona_038,income,demographic,185000,115000,0.65,0.75,"Browsing senior-level professional content (sloanreview.mit.edu, forbes.com), leadership coaching sites, and architecture/house plan sites suggests a high disposable income.",FALSE,,
persona_038,education,demographic,Master's degree or higher,Bachelor's degree,0.834,0.9,"Extensive browsing of high-level academic sources (plato.stanford.edu, link.springer.com), professional journals (sloanreview.mit.edu), and policy institutions (unctad.org, weforum.org).",FALSE,,
persona_038,employment status,occupational,"Civilian employed, at work","Civilian employed, at work",1,0.9,"Numerous sites indicate active professional development (toastmasters.org, thespeakerlab.com) and research in specific industries (csoonline.com, advisory.com).",FALSE,,
persona_038,industry category,occupational,"Management, scientific, and technical consulting services",FIN-Nondepository Credit And Related Activities,0.248,0.8,"The combination of healthcare (advisory.com), tech/security (csoonline.com), leadership (nobleedgeconsulting.com), and broad policy interests (un.org) points toward a consulting role spanning multiple fields.",FALSE,,
persona_038,occupation category,occupational,Management Consultant / Executive,OFF-First-Line Supervisors Of Office And Administrative Support Workers,0.373,0.85,"Focus on high-level strategy (sloanreview.mit.edu), leadership communication (toastmasters.org, johnmillen.com), and business insights (forbes.com) indicates a senior advisory or executive role.",FALSE,,
persona_038,class of worker,occupational,Employee of a private for-profit company or individual,"Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions",0.91,0.7,"The professional profile fits a role within a consulting firm (advisory.com, nobleedgeconsulting.com) or a large corporation.",FALSE,,
persona_038,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.8,"No domains related to the military, veterans affairs, or defense contractors were visited.",FALSE,,
persona_038,marital status,demographic,Married,Never married,0.661,0.6,Browsing house plan collections (theplancollection.com) often correlates with planning as a couple. This is an indirect inference.,FALSE,,
persona_038,household type,demographic,"Married couple household, no children of the householder less than 18",One-person household,0.556,0.7,"Based on the inference of being married and the age inference, which suggests any children would be adults and no longer living in the home.",FALSE,,
persona_038,family presence and age,demographic,Has adult children,No family,0.398,0.6,"Speculative inference based on the user's estimated age (58) and visits to general family/lifestyle blogs (thatbaldchick.com), suggesting a past phase of active parenting.",FALSE,,
persona_038,health insurance,demographic,With health insurance coverage,With health insurance coverage,1,0.95,"As a high-income professional in the US, employer-sponsored or private health insurance is extremely likely. Also visited healthcare-related sites (health.harvard.edu).",FALSE,,
persona_038,disability,demographic,nan,None,0.305,0.8,"No websites visited specifically relate to disability resources, support groups, or accessibility tools.",FALSE,,
persona_038,ideology,psychographic,Progressive,Progressive,1,0.95,"Strong support for the Democratic party (njdems.org) combined with interest in global institutions (un.org), environmentalism (earth.org), and education rights (right-to-education.org).",FALSE,,
persona_038,lifestyle,behavioral,"Intellectual, civically engaged, and creative",Active and community-oriented,0.537,0.9,"The browsing history shows a blend of academic pursuits (stanford.edu), community action (volunteermatch.org, cfbnj.org), and creative hobbies (knitrowan.com, billingboatsusa.com).",FALSE,,
persona_038,personal time,behavioral,"Engages in hobbies like model ship building and knitting, volunteers, and pursues professional development.",Spends free time building models or volunteering,0.678,0.9,"Direct evidence from hobbyist sites (billingboatsusa.com, knitrowan.com), volunteering platforms (volunteermatch.org), and self-improvement sites (toastmasters.org).",FALSE,,
persona_038,defining quirks,behavioral,"A polymath; deeply interested in disparate fields like naval models, knitting, and global cybersecurity policy.",Enjoys crafting intricate models,0.358,0.8,"The browsing history is unusually broad and deep, combining hands-on hobbies (billingboatsusa.com) with high-level intellectual and professional topics (csoonline.com, sloanreview.mit.edu).",FALSE,,
persona_038,detailed job description,occupational,"A senior management consultant or executive specializing in strategy for the healthcare technology sector, focusing on organizational transformation, leadership, and public policy.",Supervises office and administrative support workers,0.364,0.85,"A synthesis of professional browsing: healthcare (advisory.com), tech/cybersecurity (csoonline.com), leadership (nobleedgeconsulting.com), and global policy (weforum.org).",FALSE,,
persona_038,Big Five - Openness,psychographic,High,Low,0,0.95,"Extremely wide range of interests from technical (aitimejournal.com), to academic (plato.stanford.edu), to creative (archdaily.com, knitrowan.com), to civic (njdems.org).",FALSE,,
persona_038,Big Five - Conscientiousness,psychographic,High,Extremely High,0.67,0.9,"Strong evidence of diligence through professional development (toastmasters.org), structured volunteering (volunteermatch.org), and detail-oriented hobbies (billingboatsusa.com).",FALSE,,
persona_038,Big Five - Extraversion,psychographic,High,Low,0,0.85,"Interest in public speaking (thespeakerlab.com), leadership (corporate-rebels.com), and community organizing (mobilize.us, njdems.org) all point to an outgoing nature.",FALSE,,
persona_038,Big Five - Agreeableness,psychographic,High,Low,0,0.9,"Pro-social behaviors are strongly indicated by volunteering (cfbnj.org, volunteermatch.org) and engagement in community/political action (oceancountydems.org).",FALSE,,
persona_038,Big Five - Neuroticism,psychographic,Low,Low,1,0.8,"The browsing history is overwhelmingly focused on proactive self-improvement, learning, and community building, with no sites indicating anxiety or stress management.",FALSE,,
persona_039,sex,demographic,Female,Male,0,0.6,"Visited multiple sites specifically targeting mothers (momjunction.com, modernmama.com), which is a stronger indicator than the male-dominated professional field sites (police1.com).",FALSE,,
persona_039,race,demographic,White alone,Vietnamese alone,0.466,0.3,This is a low-confidence inference based on demographic data showing that police management roles in the U.S. are predominantly held by white individuals. There is no direct evidence in the browsing history.,FALSE,,
persona_039,ancestry,demographic,American,Vietnamese,0,0.2,"No sites indicating a strong connection to a specific foreign ancestry were visited. ""American"" is used as a default assumption based on U.S. government site usage.",FALSE,,
persona_039,religion,demographic,Religiously unaffiliated,Religiously Unaffiliated,1,0.3,"Complete absence of any domains related to religious organizations, worship, or specific faiths in a very extensive browsing history.",FALSE,,
persona_039,place of birth,demographic,Massachusetts/MA,Virginia/VA,0,0.5,"Browsing included the specific town government site for Amherst, MA (amherstma.gov), which, combined with Virginia residency sites, could suggest a past connection like a hometown.",FALSE,,
persona_039,citizenship,demographic,U.S. citizen,Born in the United States,0.615,0.95,"Extensive use of U.S. federal (.gov, .usdoj.gov), state (mass.gov, virginia.gov), and local government websites indicates residency and civic life within the U.S.",FALSE,,
persona_039,income,demographic,180000,115000,0.675,0.4,"Inferred from a likely police management position in Virginia, combined with being part of a family household, suggesting a dual-income family. This is an estimate of household, not individual, income.",FALSE,,
persona_039,education,demographic,Master's degree (or in progress),Bachelor's degree,0.602,0.7,"Browsing an online university popular for public administration degrees (columbiasouthern.edu) and intellectually demanding policy journals (nationalaffairs.com, planetizen.com) suggests post-graduate education.",FALSE,,
persona_039,employment status,occupational,"Civilian employed, at work","Civilian employed, at work",1,0.9,"Numerous websites are directly related to a specific profession (police1.com, policemag.com, powerdms.com), indicating active employment.",FALSE,,
persona_039,industry category,occupational,Public Administration,"ADM-Justice, Public Order, And Safety Activities",0.533,0.95,"Overwhelming evidence from law enforcement sites (police1, policemag), government management (icma.org), and urban planning (planetizen.com) points to this sector.",FALSE,,
persona_039,class of worker,occupational,Government employee - local,"Local government employee (city, county, etc.)",0.868,0.95,"The combination of law enforcement sites with local and state government domains (virginia.gov, amherstma.gov) strongly implies employment by a municipal or state agency.",FALSE,,
persona_039,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.4,"Absence of any military-specific domains (e.g., va.gov, military branch sites) in an otherwise comprehensive history. This is a weak inference by omission.",FALSE,,
persona_039,marital status,demographic,Married,Married,1,0.8,"Visits to sites about family travel (familydestinationsguide.com), parenting (momjunction), and family life strongly suggest a marital or long-term partnership.",FALSE,,
persona_039,household type,demographic,"Married couple household, with own children",Married couple household with children of the householder less than 18,0.759,0.8,"The combination of family travel planning sites with specific parenting/motherhood sites (modernmama.com, familyeducation.com) points to a family unit with children living at home.",FALSE,,
persona_039,household language,demographic,English only,English only,1,0.9,"All browsed domains are in English, with no indication of multilingual content or translation services being used.",FALSE,,
persona_039,family presence and age,demographic,With related children under 18,With related children 5 to 17 years only,0.771,0.8,Domains like momjunction.com and familyeducation.com are primarily aimed at parents of children who are not yet adults.,FALSE,,
persona_039,disability,demographic,nan,None,0.305,0.6,"No websites related to disability benefits, accessibility, specific medical conditions, or assistive technologies were visited.",FALSE,,
persona_039,ideology,psychographic,Conservative,Conservative,1,0.75,"Visited explicitly conservative/right-leaning sites like republicanviews.org, rightoncrime.com, and nationalaffairs.com, which outweighs the professionally-motivated research on other sites.",FALSE,,
persona_039,lifestyle,behavioral,Intellectually curious professional and parent,Active and disciplined,0.295,0.8,"Browsing history shows a blend of demanding professional topics (law, policy), family activities (travel, parenting), and diverse intellectual hobbies (astronomy, art, agritech).",FALSE,,
persona_039,personal time,behavioral,"Pursuing hobbies in technology, science, and art.",Spends time with family and exploring new gadgets,0.47,0.8,"Spends free time on a wide range of hobby sites, from tactical gear (tnvc.com) and cars to astronomy (space.com), modern art (moma.org), and agricultural tech (farmonaut.com).",FALSE,,
persona_039,mannerisms,behavioral,Analytical and data-driven,Constantly checks his surroundings,0.129,0.5,"Interest in policy management (powerdms), digital forensics (adfsolutions), urban planning (planetizen), and surveys suggests a preference for structured, evidence-based thinking.",FALSE,,
persona_039,defining quirks,behavioral,"A deep, specific interest in global agricultural technology.",Enthusiast of technology and gadgets,0.29,0.9,"The collection of niche, international agritech sites (myagrotes.gr, troforte.com.au, farmonaut.com) is a highly specific and unusual hobby for the inferred profession.",FALSE,,
persona_039,detailed job description,occupational,"A police manager in Virginia, focused on policy, technology adoption, and community planning.","Maintains law and order, prevents crime, and ensures public safety",0.423,0.85,"Synthesizes evidence from law enforcement sites (police1), policy software (powerdms), digital forensics (adfsolutions), urban planning (planetizen.com), and Virginia government sites (virginia.gov).",FALSE,,
persona_039,Big Five - Agreeableness,psychographic,Average,Average,1,0.5,"A law enforcement leadership role requires the ability to be firm and make unpopular decisions, but an interest in community planning (planetizen) and ethics (doseofethos) suggests a desire for cooperation.",FALSE,,
persona_039,Big Five - Conscientiousness,psychographic,High,Extremely High,0.67,0.8,"Profession in law enforcement management, coupled with interests in policy (powerdms.com), planning (planning.org), and self-improvement (positivepsychology.com), indicates a dutiful and organized personality.",FALSE,,
persona_039,Big Five - Extraversion,psychographic,Average,High,0,0.5,"A public-facing management role requires sociability, but the person's hobbies (astronomy, reading, tech forums) are often solitary pursuits.",FALSE,,
persona_039,Big Five - Openness,psychographic,High,Average,0,0.9,"Exhibits an exceptionally wide range of interests: law enforcement, public policy, parenting, software development (discourse.org), modern art (moma.org), space (astronomy.com), and niche global agritech.",FALSE,,
persona_040,age,demographic,68,78,0.667,0.8,"Browsing focuses on health issues common in seniors (heart conditions, hearing loss) and deep, academic topics suggesting a retired individual.",FALSE,,
persona_040,sex,demographic,Female,Male,0,0.4,"Weak signal; combination of crafting/DIY sites (`brit.co`, `craftyourhappyplace.com`) with technical topics suggests a possible female user.",FALSE,,
persona_040,race,demographic,White alone,Black or African American alone,0.552,0.6,"Inferred from the strong connection to the United Kingdom, suggested by domains like `bbc.co.uk` and `hearingaid.org.uk`.",FALSE,,
persona_040,ancestry,demographic,British,African,0,0.85,"Numerous UK-specific domains visited, including `bbc.co.uk`, `ichef.bbci.co.uk`, and `hearingaid.org.uk`, indicating a strong UK connection.",FALSE,,
persona_040,religion,demographic,Catholic,Catholic,1,0.5,"Visited `www.catholiccharitiesusa.org`, suggesting an affiliation or sympathy with Catholicism.",FALSE,,
persona_040,place of birth,demographic,United Kingdom,Georgia/GA,0.397,0.7,The use of UK-specific domains for news (`bbc.co.uk`) and health (`hearingaid.org.uk`) suggests a UK origin.,FALSE,,
persona_040,citizenship,demographic,U.K. Citizen,Born in the United States,0.482,0.7,Consistent with inferred place of birth and browsing habits that include many UK-based web properties.,FALSE,,
persona_040,income,demographic,95000,13900,0.595,0.2,"A speculative estimate for a retired academic with a doctorate, based on browsing that suggests intellectual wealth but not high luxury.",FALSE,,
persona_040,education,demographic,Doctorate degree,Grade 10,0.24,0.95,"Extensive browsing of high-level academic sources like `academic.oup.com`, `worldbank.org`, `ourworldindata.org`, and `unctad.org`.",FALSE,,
persona_040,employment status,occupational,Not in labor force,Not in labor force,1,0.9,"The combination of inferred age (68) and deep, non-vocational research suggests the user is retired.",FALSE,,
persona_040,class of worker,occupational,Retired,Retired,1,0.9,Consistent with inferred age and employment status showing no current work-related activity.,FALSE,,
persona_040,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.9,"Absence of any military, veteran affairs, or related domains in the browsing history.",FALSE,,
persona_040,marital status,demographic,Widowed,Married,0,0.3,"Inferred from older age profile and a pattern of solitary hobbies (research, crafting), suggesting they may live alone.",FALSE,,
persona_040,household type,demographic,"Female householder, living alone","Married couple household, no children of the householder less than 18",0.524,0.3,Inferred from solitary nature of browsing interests and lack of sites related to couples or family activities.,FALSE,,
persona_040,household language,demographic,English only,English only,1,0.99,"All content domains are in English, covering both US and UK-based sites.",FALSE,,
persona_040,family presence and age,demographic,No related children under 18,No related children,0.752,0.9,"Inferred from age and lack of browsing on parenting, schools, or child-related topics. `prepscholar.com` is likely for a grandchild or research.",FALSE,,
persona_040,health insurance,demographic,With health insurance coverage,With health insurance coverage,1,0.8,"Actively researches health (`webmd`, `heart.org`) and US healthcare policy (`protectourcare.org`), indicating engagement with the health system.",FALSE,,
persona_040,disability,demographic,With a hearing difficulty,With a disability,0.622,0.99,Direct and strong evidence from visiting `deafwebsites.com` and `www.hearingaid.org.uk`.,FALSE,,
persona_040,ideology,psychographic,Liberal/Progressive,Conservative,0,0.9,Visited websites of left-leaning think tanks and advocacy groups like `www.cbpp.org` and `www.protectourcare.org`.,FALSE,,
persona_040,political views,psychographic,"Center-Left (e.g., Democrat/Labour)",Republican,0.48,0.85,Directly follows from browsing liberal/progressive policy and advocacy sites.,FALSE,,
persona_040,personal time,behavioral,"Engages in online research, reading, and crafting.",Spends personal time in quiet reflection or prayer,0.282,0.9,"Supported by visits to academic journals, news sites, `instaread.co` (book summaries), and `craftyourhappyplace.com`.",FALSE,,
persona_040,mannerisms,behavioral,Highly intellectual and data-driven in conversation.,Warm smile and a habit of nodding while listening to others,0.417,0.5,"Inferred from the user's preference for dense, academic, and data-rich sources like `ourworldindata.org` and `academic.oup.com`.",FALSE,,
persona_040,detailed job description,occupational,Retired university professor who specialized in economics and public policy.,Retired construction worker,0.519,0.75,"A synthesis of the user's high education level and specific interests in sites like `worldbank.org`, `weforum.org`, and `cbpp.org`.",FALSE,,
persona_040,Big Five - Agreeableness,psychographic,High,Average,0,0.7,Interest in charitable work (`catholiccharitiesusa.org`) and social welfare policy (`cbpp.org`) suggests a concern for others.,FALSE,,
persona_040,Big Five - Conscientiousness,psychographic,High,Average,0,0.8,"The user is organized and diligent, shown by proactive research into health (`heart.org`), meal planning (`listonic.com`), and self-improvement.",FALSE,,
persona_040,Big Five - Neuroticism,psychographic,Average to High,Average,0.709,0.6,"Extensive research on multiple health sites (`webmd`, `health.harvard.edu`, `heart.org`) may indicate health-related anxiety.",FALSE,,
persona_040,Big Five - Openness,psychographic,Extremely High,Extremely High,1,0.99,"The vast and diverse range of intellectual interests (astronomy, archaeology, global economics, history, psychology) is a powerful indicator of openness to experience.",FALSE,,
persona_041,age,demographic,35,50,0.5,0.7,"Browsed ""Louisiana Young Republicans"" (typically for ages 18-40) and sites for advanced career management (Harvard professional ed, salary negotiation), suggesting a mid-career professional, not a recent graduate.",FALSE,,
persona_041,sex,demographic,Male,Male,1,0.95,"Strong clustering of stereotypically male hobbies (woodworking, rod building, fishing) and professional interests (supply chain, infrastructure).",FALSE,,
persona_041,race,demographic,White alone,White alone,1,0.6,"Probabilistic inference based on the combination of being a Republican in Louisiana and a member of the United Methodist Church, a demographic profile that is predominantly White.",FALSE,,
persona_041,religion,demographic,Methodist,Protestant,0,0.95,"Direct visit to www.la-umc.org, the official site for the Louisiana Conference of the United Methodist Church.",FALSE,,
persona_041,citizenship,demographic,Born in the United States,Born in the United States,1,0.9,"Deep engagement with local and national U.S. political systems (lagop.com, louisianayr.com) and government services (healthcare.gov) strongly implies U.S. citizenship, likely by birth.",FALSE,,
persona_041,education,demographic,Master’s degree,Regular high school diploma,0.466,0.8,"Visits to Harvard's professional education portal, academic publishers (JHU Press, Oxford Academic), and complex data sites (World Bank) suggest an advanced degree is required for their profession.",FALSE,,
persona_041,employment status,occupational,"Civilian employed, at work","Civilian employed, at work",1,0.95,"Extensive browsing related to a specific professional field (supply chain, executive compensation), career development, and industry news indicates active, full-time employment.",FALSE,,
persona_041,occupation category,occupational,Operations Manager,TRN-Pumping Station Operators,0.265,0.8,"Combines interest in supply chain (ioscm.com), infrastructure (informedinfrastructure.com), data analysis (World Bank data), and high-level compensation (pearlmeyer.com).",FALSE,,
persona_041,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.9,"No visits to military-related domains (e.g., VA, military news, veterans' groups). Default assumption is non-veteran.",FALSE,,
persona_041,marital status,demographic,Never married,Married,0.661,0.6,"Weak inference based on membership in a ""Young Republicans"" group and engagement in several solitary hobbies, with no domains related to partnership or family life.",FALSE,,
persona_041,household type,demographic,"Male householder, living alone","Married couple household, no children of the householder less than 18",0.564,0.6,"Inferred from the 'Male' and 'Never married' traits, with no evidence of roommates or family members (e.g., no parenting sites, couples activities).",FALSE,,
persona_041,household language,demographic,English only,English only,1,0.95,"All browsed websites are in English, and the user's focus is on U.S.-based activities and politics.",FALSE,,
persona_041,family presence and age,demographic,No related children,No related children,1,0.7,"Lack of any browsing related to children, such as parenting advice, school websites, or kids' products.",FALSE,,
persona_041,health insurance,demographic,With health insurance coverage,With health insurance coverage,1,0.98,Direct visits to the U.S. health insurance marketplace (healthcare.gov) and research into health sharing plans (healthshareguide.org).,FALSE,,
persona_041,disability,demographic,nan,None,0.305,0.9,"No browsing activity related to disability benefits, assistive technologies, or specific health conditions.",FALSE,,
persona_041,ideology,psychographic,Conservative,Conservative,1,0.95,Visits to a conservative think tank (manhattan.institute) and explicit affiliation with the Republican party.,FALSE,,
persona_041,political views,psychographic,Republican,Republican,1,0.98,Direct visits to the Louisiana GOP website (lagop.com) and the Louisiana Young Republicans (louisianayr.com).,FALSE,,
persona_041,lifestyle,behavioral,Self-reliant and hands-on,Active and hands-on,0.599,0.9,"Extensive browsing of DIY projects (addicted2diy, ana-white), fishing rod construction (mudhole.com), and practical skills (familyhandyman), indicating a preference for building and doing.",FALSE,,
persona_041,personal time,behavioral,"Engages in woodworking, fishing, and technical side projects",Spends free time working on DIY projects or fishing,0.657,0.95,"Multiple, specific domains visited for each of these hobbies (e.g., ana-white.com, mudhole.com, itsfoss.com), indicating significant time investment.",FALSE,,
persona_041,mannerisms,behavioral,Data-driven and analytical in conversation,Often uses hand gestures when explaining something,0.313,0.7,"Inferred from deep dives into data-heavy sites like World Bank, Our World in Data, and Macrotrends, suggesting a mind that processes information quantitatively.",FALSE,,
persona_041,defining quirks,behavioral,"Passion for building things from scratch, from furniture to fishing rods",Has a knack for improvising solutions to mechanical problems,0.463,0.9,"Visits to highly specific DIY sites for furniture plans (ana-white.com) and custom fishing rod components (mudhole.com) show a deep, non-superficial interest.",FALSE,,
persona_041,detailed job description,occupational,"Manages industrial operations or supply chains, using data analysis to inform strategy, while actively managing personal career growth and compensation.",Operates and maintains pumping systems for warehouses and storage facilities,0.398,0.8,"Synthesizes visits to sites for supply chain management, data portals, Harvard professional education, and executive salary negotiation.",FALSE,,
persona_041,Big Five - Agreeableness,psychographic,Average,High,0,0.5,"Mixed signals. Browsing ""fearlesssalarynegotiation.com"" suggests a competitive nature (lower agreeableness), but there is no other evidence of abrasive or uncooperative tendencies.",FALSE,,
persona_041,Big Five - Conscientiousness,psychographic,High,Extremely Low,0.455,0.9,"Demonstrates meticulous planning through career development (Harvard ed), financial research (pearlmeyer), and detailed, project-based hobbies (woodworking, rod building).",FALSE,,
persona_041,Big Five - Extraversion,psychographic,Average,Average,1,0.6,"Engages in solitary hobbies (fishing, woodworking, coding) but also participates in a social/political organization (Young Republicans), suggesting a balance of solitary and social activity.",FALSE,,
persona_041,Big Five - Neuroticism,psychographic,Low,Average,0,0.8,"Browsing history is proactive and goal-oriented (career, hobbies, finance). There is a complete absence of searches for anxiety, stress-relief, or mental health support.",FALSE,,
persona_041,Big Five - Openness,psychographic,High,Extremely High,0.67,0.9,"Exhibits a wide range of interests, from the highly technical (web dev, linux) and analytical (World Bank data) to the creative (woodworking), cultural (wordswithoutborders.org), and political.",FALSE,,
persona_043,race,demographic,White alone,White alone,1,0.4,"Inference based on browsing `focusonthefamily.com` and `southernliving.com`, combined with the general demographics of the nursing profession in the apparent region (Arkansas).",FALSE,,
persona_043,ancestry,demographic,American,European,0,0.3,The browsing history is entirely US-centric with no indication of ties to other countries or cultures.,FALSE,,
persona_043,religion,demographic,Christian,Religiously Unaffiliated,0.567,0.9,"Visited `focusonthefamily.com`, a prominent American Christian conservative organization.",FALSE,,
persona_043,place of birth,demographic,Arkansas/AR,Arkansas/AR,1,0.4,"Multiple visits to Arkansas-specific institutions (`archildrens.org`, `sites.uams.edu`, `thecentersar.com`) suggest a strong connection, possibly being born there.",FALSE,,
persona_043,citizenship,demographic,U.S. citizen,Born in the United States,0.615,0.9,"Browsing of U.S. government (.gov), educational (.edu), and regional U.S. healthcare sites indicates U.S. residency and citizenship.",FALSE,,
persona_043,income,demographic,95000,47000,0.76,0.5,Estimate for an experienced registered nurse pursuing management education in a state like Arkansas.,FALSE,,
persona_043,education,demographic,Bachelor's degree,GED or alternative credential,0.408,0.8,Implied by being a registered nurse (`nurse.org`) and pursuing advanced education from institutions like Harvard Business School Online (`online.hbs.edu`).,FALSE,,
persona_043,employment status,occupational,"Civilian employed, at work","Civilian employed, at work",1,0.95,Explicitly browsing sites for working mothers (`workingmomsbalance.com`) and job-related resources (`roberthalf.com`).,FALSE,,
persona_043,industry category,occupational,Health Care and Social Assistance,PRF-Employment Services,0.364,0.99,"Overwhelming evidence from numerous nursing domains (`nursejournal.org`, `nurseseducator.com`) and hospital sites (`www.childrenscolorado.org`).",FALSE,,
persona_043,occupation category,occupational,Registered Nurses,MED-Licensed Practical And Licensed Vocational Nurses,0.699,0.95,"Directly supported by visits to `nurse.org`, `nursejournal.org`, and other nursing education websites.",FALSE,,
persona_043,class of worker,occupational,"Employee of a private not-for-profit, hospital, or medical facility","Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions",0.816,0.8,Browsed websites for non-profit hospitals like Arkansas Children's Hospital (`archildrens.org`).,FALSE,,
persona_043,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.6,"No domains related to military service, benefits, or veterans' affairs were visited.",FALSE,,
persona_043,marital status,demographic,Married,Married,1,0.7,"Inferred from visiting `focusonthefamily.com`, which promotes traditional family structures, and sites for working mothers.",FALSE,,
